,Unnamed: 0,ID,url number,LOCATION,ACCIDENT Date,Accidents,Vehicle 1,Vehicle 2,Vehicle 3,hour,day,week,month,year,AM/PM,time_of_day,id,date,time,lat,lon,Division,District,Upazilla,Union
309,616,707,1371,Tangail,9/24/2021 22:01,2,truck,bus,rickshaw,22,24,38,9,2021,PM,night,62,9/24/2021,22:01:00,24.2507461,89.9151479,Dhaka,Tangail,Tangail Sadar,
310,617,708,1371,Khulna,9/24/2021 22:01,2,truck,bus,rickshaw,22,24,38,9,2021,PM,night,26,9/24/2021,22:01:00,22.9372087,89.2852741,Khulna,Jashore,Manirampur,
311,621,714,1380,Netrokona,9/26/2021 22:01,2,truck,auto,,22,26,38,9,2021,PM,night,45,9/26/2021,22:01:00,24.8855734,90.7332362,Mymensingh,Netrokona,,
312,622,715,1386,Magura,9/27/2021 22:01,2,truck,rickshaw,,22,27,39,9,2021,PM,night,33,9/27/2021,22:01:00,24.7840607,89.2538108,Rajshahi,Bogura,Kahaloo,
313,625,718,1388,Dhaka,9/27/2021 22:01,3,bus,rickshaw,auto,22,27,39,9,2021,PM,night,12,9/27/2021,22:01:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
314,629,723,1404,Kaliganj,10/2/2021 22:02,1,car,train,auto,22,2,39,10,2021,PM,night,,10/2/2021,22:02:00,23.9215122,90.5652168,Dhaka,Gazipur,Kaliganj,
315,630,724,1413,Sirajganj,10/5/2021 22:01,1,truck,,,22,5,40,10,2021,PM,night,59,10/5/2021,22:01:00,24.4566253,89.7081281,Rajshahi,Sirajganj,,
316,631,725,1423,Narayanganj,10/7/2021 22:02,8,train,,,22,7,40,10,2021,PM,night,41,10/7/2021,22:02:00,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
317,638,732,1445,Jashore,10/16/2021 22:00,7,truck,bus,,22,16,41,10,2021,PM,night,,10/16/2021,22:00:00,23.1665256,89.2094419,Khulna,Jashore,,
318,639,733,1450,Chandpur,10/19/2021 22:03,1,truck,,,22,19,42,10,2021,PM,night,7,10/19/2021,22:03:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
319,640,734,1450,Hajiganj,10/19/2021 22:03,1,truck,,,22,19,42,10,2021,PM,night,,10/19/2021,22:03:00,23.2512936,90.8526116,Chattogram,Chandpur,Hajiganj,
320,642,740,1463,Nalka,10/20/2021 22:04,3,truck,bus,rickshaw,22,20,42,10,2021,PM,night,,10/20/2021,22:04:00,24.4227837,89.5962024,Rajshahi,Sirajganj,,
321,644,744,1473,Gafargaon,10/22/2021 22:03,2,rickshaw,train,auto,22,22,42,10,2021,PM,night,,10/22/2021,22:03:00,24.4550778,90.5498526,Mymensingh,Mymensingh,Gafargaon,
322,645,745,1473,Mymensingh,10/22/2021 22:03,2,rickshaw,train,auto,22,22,42,10,2021,PM,night,38,10/22/2021,22:03:00,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
323,647,749,1487,Dhaka,10/24/2021 22:01,1,bus,auto,,22,24,42,10,2021,PM,night,12,10/24/2021,22:01:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
324,648,750,1492,Ulipur,10/25/2021 22:02,1,truck,,,22,25,43,10,2021,PM,night,,10/25/2021,22:02:00,25.6558768,89.6191027,Rangpur,Kurigram,,
325,649,751,1492,Kurigram,10/25/2021 22:02,1,truck,,,22,25,43,10,2021,PM,night,28,10/25/2021,22:02:00,25.8130134,89.6430518,Rangpur,Kurigram,Kurigram Sadar,
326,651,753,1520,Hemayetpur,10/30/2021 22:01,2,bus,auto,,22,30,43,10,2021,PM,night,,10/30/2021,22:01:39,23.7935258,90.2708736,Dhaka,Dhaka,,
327,652,757,1529,Sreepur,10/31/2021 22:01,1,bike,motorcycle,,22,31,43,10,2021,PM,night,,10/31/2021,22:01:39,24.1988756,90.478198,Dhaka,Gazipur,Sreepur (Gazipur),
328,653,758,1529,Gazipur,10/31/2021 22:01,1,bike,motorcycle,,22,31,43,10,2021,PM,night,17,10/31/2021,22:01:39,23.9997558,90.4173629,Dhaka,Gazipur,,
329,656,763,1546,Patuakhali,10/2/2002 0:00,2,motorcycle,,,0,2,40,10,2002,AM,midnight,50,10/2/2002,0:00:00,22.0084243,90.38268273,Barishal,Patuakhali,Rangabali,
330,658,765,1548,Dhaka,10/2/2002 0:00,4,bus,,,0,2,40,10,2002,AM,midnight,12,10/2/2002,0:00:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
331,662,769,1561,Gafargaon,10/4/2002 0:00,3,rickshaw,auto,,0,4,40,10,2002,AM,midnight,,10/4/2002,0:00:00,24.4550778,90.5498526,Mymensingh,Mymensingh,Gafargaon,
332,663,770,1561,Mymensingh,10/4/2002 0:00,3,rickshaw,auto,,0,4,40,10,2002,AM,midnight,38,10/4/2002,0:00:00,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
333,664,771,1564,Nilphamari,10/4/2002 0:00,3,truck,bus,,0,4,40,10,2002,AM,midnight,46,10/4/2002,0:00:00,25.9339275,88.8534588,Rangpur,Nilphamari,Nilphamari Sadar,
334,665,772,1565,Syedpur,10/4/2002 0:00,3,truck,bus,,0,4,40,10,2002,AM,midnight,,10/4/2002,0:00:00,24.7587233,91.5925716,Sylhet,Sunamganj,Jagannathpur,
335,666,773,1565,Nilphamari,10/4/2002 0:00,3,truck,bus,,0,4,40,10,2002,AM,midnight,46,10/4/2002,0:00:00,25.9339275,88.8534588,Rangpur,Nilphamari,Nilphamari Sadar,
336,667,774,1566,Sreepur,10/5/2002 0:00,3,truck,bus,,0,5,40,10,2002,AM,midnight,,10/5/2002,0:00:00,24.1988756,90.478198,Dhaka,Gazipur,Sreepur (Gazipur),
337,668,775,1566,Gazipur,10/5/2002 0:00,3,truck,bus,,0,5,40,10,2002,AM,midnight,17,10/5/2002,0:00:00,23.9997558,90.4173629,Dhaka,Gazipur,,
338,670,777,1567,Dhaka,10/5/2002 0:00,5,bus,,,0,5,40,10,2002,AM,midnight,12,10/5/2002,0:00:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
339,673,780,1583,Dhaka,10/7/2002 0:00,1,train,,,0,7,41,10,2002,AM,midnight,12,10/7/2002,0:00:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
340,678,786,1620,Jashore,10/11/2002 0:00,2,truck,bus,motorcycle,0,11,41,10,2002,AM,midnight,,10/11/2002,0:00:00,23.1665256,89.2094419,Khulna,Jashore,,
341,679,787,1620,Rahmatpur,10/11/2002 0:00,2,truck,bus,motorcycle,0,11,41,10,2002,AM,midnight,,10/11/2002,0:00:00,23.2212437,90.6646418,Chattogram,Chandpur,Chandpur Sadar,
342,683,792,1631,Bhuapur,10/12/2002 0:00,3,motorcycle,,,0,12,41,10,2002,AM,midnight,,10/12/2002,0:00:00,24.49559815,89.81062708,Dhaka,Tangail,,
343,684,793,1632,Kurigram,10/12/2002 0:00,1,truck,,,0,12,41,10,2002,AM,midnight,28,10/12/2002,0:00:00,25.8130134,89.6430518,Rangpur,Kurigram,Kurigram Sadar,
344,694,805,1747,Chandpur,10/24/2002 0:00,2,bike,,,0,24,43,10,2002,AM,midnight,7,10/24/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
345,698,809,1760,Chandpur,10/25/2002 0:00,4,truck,bus,car,0,25,43,10,2002,AM,midnight,7,10/25/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
346,699,810,1760,Chattogram,10/25/2002 0:00,4,truck,bus,car,0,25,43,10,2002,AM,midnight,8,10/25/2002,0:00:00,22.3336887,91.8342162,Chattogram,Chattogram,,
347,702,813,1762,Chandpur,10/25/2002 0:00,1,bus,rickshaw,auto,0,25,43,10,2002,AM,midnight,7,10/25/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
348,703,815,1773,Chandpur,10/26/2002 0:00,4,truck,bus,car,0,26,43,10,2002,AM,midnight,7,10/26/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
349,704,816,1773,Chattogram,10/26/2002 0:00,4,truck,bus,car,0,26,43,10,2002,AM,midnight,8,10/26/2002,0:00:00,22.3336887,91.8342162,Chattogram,Chattogram,,
350,705,817,1779,Chandpur,10/26/2002 0:00,3,truck,bus,bike,0,26,43,10,2002,AM,midnight,7,10/26/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
351,706,818,1779,Chandpur,10/26/2002 0:00,3,truck,bus,bike,0,26,43,10,2002,AM,midnight,7,10/26/2002,0:00:00,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
352,721,835,1832,Brahmanbaria,10/30/2002 0:00,2,bus,auto,,0,30,44,10,2002,AM,midnight,6,10/30/2002,0:00:00,23.96059985,91.11908935,Chattogram,Brahmanbaria,Brahmanbaria Sadar,
353,723,837,1833,Dhaka,10/30/2002 0:00,1,truck,bike,motorcycle,0,30,44,10,2002,AM,midnight,12,10/30/2002,0:00:00,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
354,724,838,1833,Chattogram,10/30/2002 0:00,1,truck,bike,motorcycle,0,30,44,10,2002,AM,midnight,8,10/30/2002,0:00:00,22.3336887,91.8342162,Chattogram,Chattogram,,
355,732,846,1879,Chandpur,12/3/2021 21:01,3,bus,bike,motorcycle,21,3,48,12,2021,PM,night,7,12/3/2021,21:01:52,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
356,734,848,1889,Tangail,12/4/2021 4:36,7,truck,bus,bike,4,4,48,12,2021,AM,midnight,62,12/4/2021,4:36:35,24.2507461,89.9151479,Dhaka,Tangail,Tangail Sadar,
357,735,849,1889,Chandpur,12/4/2021 4:36,7,truck,bus,bike,4,4,48,12,2021,AM,midnight,7,12/4/2021,4:36:35,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
358,745,859,1903,Noakhali,12/6/2021 4:01,1,car,motorcycle,auto,4,6,49,12,2021,AM,midnight,47,12/6/2021,4:01:18,22.2540799,91.17143994,Chattogram,Noakhali,,
359,746,860,1907,Chattogram,12/6/2021 4:36,3,bus,rickshaw,train,4,6,49,12,2021,AM,midnight,8,12/6/2021,4:36:36,22.3336887,91.8342162,Chattogram,Chattogram,,
360,748,864,1920,Tebaria,12/7/2021 4:58,1,truck,train,,4,7,49,12,2021,AM,midnight,,12/7/2021,4:58:01,24.4015663,88.96932979,Rajshahi,Natore,Natore Sadar,
361,749,865,1924,Panchagarh,12/7/2021 19:42,1,truck,bike,,19,7,49,12,2021,PM,evening,49,12/7/2021,19:42:24,26.32215705,88.54773094,Rangpur,Panchagarh,,
362,750,866,1930,Khulna,12/8/2021 4:03,3,train,,,4,8,49,12,2021,AM,midnight,26,12/8/2021,4:03:14,22.9372087,89.2852741,Khulna,Jashore,Manirampur,
363,751,869,1937,Noakhali,12/8/2021 4:36,7,truck,bus,motorcycle,4,8,49,12,2021,AM,midnight,47,12/8/2021,4:36:36,22.2540799,91.17143994,Chattogram,Noakhali,,
364,753,871,1940,Nilphamari,12/8/2021 21:04,4,bus,rickshaw,train,21,8,49,12,2021,PM,night,46,12/8/2021,21:04:06,25.9339275,88.8534588,Rangpur,Nilphamari,Nilphamari Sadar,
365,755,873,1941,Chilahati,12/8/2021 21:04,1,rickshaw,train,,21,8,49,12,2021,PM,night,,12/8/2021,21:04:06,26.2431402,88.7963052,Rangpur,Nilphamari,Domar,
366,756,874,1941,Khulna,12/8/2021 21:04,1,rickshaw,train,,21,8,49,12,2021,PM,night,26,12/8/2021,21:04:06,22.9372087,89.2852741,Khulna,Jashore,Manirampur,
367,757,875,1947,Dhaka,12/9/2021 4:03,1,bike,motorcycle,auto,4,9,49,12,2021,AM,midnight,12,12/9/2021,4:03:07,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
368,758,876,1948,Mymensingh,12/9/2021 4:03,4,rickshaw,train,auto,4,9,49,12,2021,AM,midnight,38,12/9/2021,4:03:07,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
369,763,883,1968,Chattogram,12/10/2021 4:41,3,bus,rickshaw,train,4,10,49,12,2021,AM,midnight,8,12/10/2021,4:41:33,22.3336887,91.8342162,Chattogram,Chattogram,,
370,764,884,1970,Narayanganj,12/10/2021 21:03,10,truck,rickshaw,auto,21,10,49,12,2021,PM,night,41,12/10/2021,21:03:59,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
371,768,889,1980,Dinajpur,12/11/2021 4:03,2,truck,,,4,11,49,12,2021,AM,midnight,13,12/11/2021,4:03:15,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
372,773,894,2009,Mymensingh,12/13/2021 7:37,3,truck,bike,rickshaw,7,13,50,12,2021,AM,morning,38,12/13/2021,7:37:22,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
373,774,895,2009,Dinajpur,12/13/2021 7:37,3,truck,bike,rickshaw,7,13,50,12,2021,AM,morning,13,12/13/2021,7:37:22,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
374,775,897,2018,Chattogram,12/14/2021 4:36,3,bus,rickshaw,tempo,4,14,50,12,2021,AM,midnight,8,12/14/2021,4:36:35,22.3336887,91.8342162,Chattogram,Chattogram,,
375,776,898,2022,Jashore,12/14/2021 21:03,2,truck,car,,21,14,50,12,2021,PM,night,,12/14/2021,21:03:57,23.1665256,89.2094419,Khulna,Jashore,,
376,777,899,2022,Narayanganj,12/14/2021 21:03,2,truck,car,,21,14,50,12,2021,PM,night,41,12/14/2021,21:03:57,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
377,782,904,2046,Dhaka,12/17/2021 4:02,1,bus,car,train,4,17,50,12,2021,AM,midnight,12,12/17/2021,4:02:45,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
378,785,907,2051,Bijoynagar,12/17/2021 7:08,3,truck,rickshaw,auto,7,17,50,12,2021,AM,morning,,12/17/2021,7:08:16,23.7333337,90.4121528,Dhaka,Dhaka,Dhaka,
379,786,908,2052,Sarail,12/17/2021 7:08,3,truck,bus,rickshaw,7,17,50,12,2021,AM,morning,,12/17/2021,7:08:16,24.074239,91.1122605,Chattogram,Brahmanbaria,Sarail,
380,787,909,2052,Brahmanbaria,12/17/2021 7:08,3,truck,bus,rickshaw,7,17,50,12,2021,AM,morning,6,12/17/2021,7:08:16,23.96059985,91.11908935,Chattogram,Brahmanbaria,Brahmanbaria Sadar,
381,791,913,2067,Brahmanbaria,12/18/2021 7:08,11,truck,bus,car,7,18,50,12,2021,AM,morning,6,12/18/2021,7:08:01,23.96059985,91.11908935,Chattogram,Brahmanbaria,Brahmanbaria Sadar,
382,792,914,2067,Dhaka,12/18/2021 7:08,11,truck,bus,car,7,18,50,12,2021,AM,morning,12,12/18/2021,7:08:01,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
383,795,917,2079,Dinajpur,12/19/2021 16:27,2,bus,rickshaw,auto,16,19,50,12,2021,PM,afternoon,13,12/19/2021,16:27:58,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
384,796,918,2079,Dinajpur,12/19/2021 16:27,2,bus,rickshaw,auto,16,19,50,12,2021,PM,afternoon,13,12/19/2021,16:27:58,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
385,797,919,2081,Khilgaon,12/20/2021 4:02,2,bus,rickshaw,auto,4,20,51,12,2021,AM,midnight,,12/20/2021,4:02:17,23.7506546,90.4232818,Dhaka,Dhaka,Dhaka,
386,798,920,2081,Khilgaon,12/20/2021 4:02,2,bus,rickshaw,auto,4,20,51,12,2021,AM,midnight,,12/20/2021,4:02:17,23.7506546,90.4232818,Dhaka,Dhaka,Dhaka,
387,799,921,2092,Puthia,12/21/2021 21:02,6,truck,bus,,21,21,51,12,2021,PM,night,,12/21/2021,21:02:04,24.3693187,88.8421421,Rajshahi,Rajshahi,Puthia,
388,801,923,2093,Jamalpur,12/21/2021 21:03,5,truck,bus,rickshaw,21,21,51,12,2021,PM,night,20,12/21/2021,21:03:06,24.9255866,89.9436684,Mymensingh,Jamalpur,Jamalpur Sadar,
389,802,924,2093,Dinajpur,12/21/2021 21:03,5,truck,bus,rickshaw,21,21,51,12,2021,PM,night,13,12/21/2021,21:03:06,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
390,814,942,2127,Dinajpur,12/24/2021 21:03,1,truck,motorcycle,,21,24,51,12,2021,PM,night,13,12/24/2021,21:03:51,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
391,815,945,2139,Chattogram,12/25/2021 4:08,3,truck,bus,car,4,25,51,12,2021,AM,midnight,8,12/25/2021,4:08:46,22.3336887,91.8342162,Chattogram,Chattogram,,
392,816,946,2139,Dinajpur,12/25/2021 4:08,3,truck,bus,car,4,25,51,12,2021,AM,midnight,13,12/25/2021,4:08:46,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
393,817,947,2148,Lohagara,12/26/2021 4:02,1,bike,motorcycle,,4,26,51,12,2021,AM,midnight,,12/26/2021,4:02:34,22.0442598,92.1079198,Chattogram,Chattogram,,
394,820,950,2154,Narayanganj,12/26/2021 21:00,2,bus,train,,21,26,51,12,2021,PM,night,41,12/26/2021,21:00:37,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
395,821,951,2155,Narayanganj,12/26/2021 21:00,3,bus,train,,21,26,51,12,2021,PM,night,41,12/26/2021,21:00:37,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
396,822,952,2155,Dhaka,12/26/2021 21:00,3,bus,train,,21,26,51,12,2021,PM,night,12,12/26/2021,21:00:37,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
397,824,954,2160,Lohagara,12/26/2021 21:00,1,bike,motorcycle,,21,26,51,12,2021,PM,night,,12/26/2021,21:00:37,22.0442598,92.1079198,Chattogram,Chattogram,,
398,826,956,2161,Patuakhali,12/26/2021 21:00,1,bus,auto,,21,26,51,12,2021,PM,night,50,12/26/2021,21:00:38,22.0084243,90.38268273,Barishal,Patuakhali,Rangabali,
399,828,958,2163,Dhaka,12/27/2021 4:02,4,truck,rickshaw,auto,4,27,52,12,2021,AM,midnight,12,12/27/2021,4:02:54,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
400,829,959,2164,Narayanganj,12/27/2021 4:02,1,bus,train,,4,27,52,12,2021,AM,midnight,41,12/27/2021,4:02:54,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
401,830,960,2164,Dhaka,12/27/2021 4:02,1,bus,train,,4,27,52,12,2021,AM,midnight,12,12/27/2021,4:02:54,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
402,831,961,2167,Narayanganj,12/27/2021 4:07,3,bus,train,,4,27,52,12,2021,AM,midnight,41,12/27/2021,4:07:31,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
403,832,962,2167,Narayanganj,12/27/2021 4:07,3,bus,train,,4,27,52,12,2021,AM,midnight,41,12/27/2021,4:07:31,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
404,833,963,2180,Narayanganj,12/28/2021 4:07,3,bus,train,,4,28,52,12,2021,AM,midnight,41,12/28/2021,4:07:56,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
405,834,964,2180,Narayanganj,12/28/2021 4:07,3,bus,train,,4,28,52,12,2021,AM,midnight,41,12/28/2021,4:07:56,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
406,835,965,2181,Ghoraghat,12/28/2021 9:19,3,truck,,,9,28,52,12,2021,AM,morning,,12/28/2021,9:19:31,25.2660298,89.2599561,Rangpur,Dinajpur,Ghoraghat,
407,836,966,2181,Dinajpur,12/28/2021 9:19,3,truck,,,9,28,52,12,2021,AM,morning,13,12/28/2021,9:19:31,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
408,837,967,2182,Ghoraghat,12/28/2021 17:36,3,truck,,,17,28,52,12,2021,PM,afternoon,,12/28/2021,17:36:45,25.2660298,89.2599561,Rangpur,Dinajpur,Ghoraghat,
409,838,968,2182,Dinajpur,12/28/2021 17:36,3,truck,,,17,28,52,12,2021,PM,afternoon,13,12/28/2021,17:36:45,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
410,840,970,2191,Dhaka,12/29/2021 4:07,1,bus,,,4,29,52,12,2021,AM,midnight,12,12/29/2021,4:07:57,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
411,845,975,2202,Chakaria,12/30/2021 21:02,3,truck,bus,,21,30,52,12,2021,PM,night,,12/30/2021,21:02:01,21.7662726,92.076021,Chattogram,Cox's Bazar,,
412,846,976,2202,Panchbibi,12/30/2021 21:02,3,truck,bus,,21,30,52,12,2021,PM,night,,12/30/2021,21:02:01,25.1872769,89.0196664,Rajshahi,Joypurhat,Panchbibi,
413,848,978,2224,Patuakhali,1/1/2022 17:35,3,truck,bus,bike,17,1,52,1,2022,PM,afternoon,50,1/1/2022,17:35:43,22.0084243,90.38268273,Barishal,Patuakhali,Rangabali,
414,849,979,2224,Faridpur,1/1/2022 17:35,3,truck,bus,bike,17,1,52,1,2022,PM,afternoon,14,1/1/2022,17:35:43,24.1606327,89.4427491,Rajshahi,Pabna,Faridpur,
415,850,980,2228,Jagannathpur,1/2/2022 4:02,1,rickshaw,auto,,4,2,52,1,2022,AM,midnight,,1/2/2022,4:02:35,24.7819089,91.5570227,Sylhet,Sunamganj,Jagannathpur,
416,851,981,2233,Birganj,1/2/2022 4:58,4,truck,motorcycle,,4,2,52,1,2022,AM,midnight,,1/2/2022,4:58:43,25.8623371,88.6532342,Rangpur,Dinajpur,Birganj,
417,852,982,2233,Birampur,1/2/2022 4:58,4,truck,motorcycle,,4,2,52,1,2022,AM,midnight,,1/2/2022,4:58:43,25.3905537,88.991278,Rangpur,Dinajpur,Birampur,
418,853,983,2235,Dinajpur,1/2/2022 13:40,9,truck,bus,bike,13,2,52,1,2022,PM,afternoon,13,1/2/2022,13:40:19,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
419,854,984,2235,Jashore,1/2/2022 13:40,9,truck,bus,bike,13,2,52,1,2022,PM,afternoon,,1/2/2022,13:40:19,23.1665256,89.2094419,Khulna,Jashore,,
420,855,985,2237,Jagannathpur,1/2/2022 21:01,2,rickshaw,auto,,21,2,52,1,2022,PM,night,,1/2/2022,21:01:40,24.7819089,91.5570227,Sylhet,Sunamganj,Jagannathpur,
421,856,986,2243,Dinajpur,1/3/2022 4:02,3,truck,motorcycle,,4,3,1,1,2022,AM,midnight,13,1/3/2022,4:02:39,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
422,861,991,2251,Dhaka,1/4/2022 4:09,2,car,,,4,4,1,1,2022,AM,midnight,12,1/4/2022,4:09:59,23.7644025,90.389015,Dhaka,Dhaka,Dhaka,
423,862,995,2275,Ramjannagar,1/6/2022 21:02,1,truck,bike,,21,6,1,1,2022,PM,night,,1/6/2022,21:02:16,22.28323015,89.09846742,Khulna,Satkhira,,
424,864,997,2290,Pabna,1/8/2022 4:03,10,auto,,,4,8,1,1,2022,AM,midnight,48,1/8/2022,4:03:14,24.0068082,89.2448341,Rajshahi,Pabna,Pabna Sadar,
425,865,998,2308,Kalikapur,1/9/2022 14:55,2,truck,rickshaw,auto,14,9,1,1,2022,PM,afternoon,,1/9/2022,14:55:43,23.7912255,89.4621123,Dhaka,Rajbari,Pangsha,
426,866,999,2308,Pabna,1/9/2022 14:55,2,truck,rickshaw,auto,14,9,1,1,2022,PM,afternoon,48,1/9/2022,14:55:43,24.0068082,89.2448341,Rajshahi,Pabna,Pabna Sadar,
427,868,1001,2315,Daulatpur,1/10/2022 1:58,6,truck,motorcycle,auto,1,10,2,1,2022,AM,midnight,,1/10/2022,1:58:44,23.9686822,89.833754,Dhaka,Manikganj,,
428,869,1002,2323,Daulatpur,1/10/2022 5:19,2,truck,bike,motorcycle,5,10,2,1,2022,AM,midnight,,1/10/2022,5:19:21,23.9686822,89.833754,Dhaka,Manikganj,,
430,874,1007,2330,Chandpur,1/10/2022 21:01,2,bus,,,21,10,2,1,2022,PM,night,7,1/10/2022,21:01:47,23.2252149,90.7111818,Chattogram,Chandpur,Chandpur Sadar,
431,875,1010,2338,Pabna,1/11/2022 4:11,3,truck,bike,,4,11,2,1,2022,AM,midnight,48,1/11/2022,4:11:52,24.0068082,89.2448341,Rajshahi,Pabna,Pabna Sadar,
432,877,1013,2349,Chakaria,1/12/2022 4:03,2,truck,bus,,4,12,2,1,2022,AM,midnight,,1/12/2022,4:03:22,21.7662726,92.076021,Chattogram,Cox's Bazar,,
433,880,1016,2354,Narayanganj,1/12/2022 15:09,4,truck,motorcycle,,15,12,2,1,2022,PM,afternoon,41,1/12/2022,15:09:59,23.6236732,90.4988075,Dhaka,Narayanganj,Narayanganj Sadar,
434,884,1020,2371,Brahmanbaria,1/13/2022 4:08,2,truck,rickshaw,auto,4,13,2,1,2022,AM,midnight,6,1/13/2022,4:08:46,23.96059985,91.11908935,Chattogram,Brahmanbaria,Brahmanbaria Sadar,
435,887,1023,2387,Mymensingh,1/14/2022 21:03,3,truck,bike,auto,21,14,2,1,2022,PM,night,38,1/14/2022,21:03:30,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
436,889,1025,2396,Mymensingh,1/15/2022 4:07,4,truck,bike,motorcycle,4,15,2,1,2022,AM,midnight,38,1/15/2022,4:07:31,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
437,890,1026,2396,Mymensingh,1/15/2022 4:07,4,truck,bike,motorcycle,4,15,2,1,2022,AM,midnight,38,1/15/2022,4:07:31,24.8889305,90.3845187,Mymensingh,Mymensingh,Phulpur,
438,891,1027,2400,Feni,1/15/2022 21:02,2,car,,,21,15,2,1,2022,PM,night,15,1/15/2022,21:02:02,23.01276015,91.40492317,Chattogram,Feni,Feni Sadar,
439,892,1028,2402,Gafargaon,1/15/2022 21:03,2,car,rickshaw,auto,21,15,2,1,2022,PM,night,,1/15/2022,21:03:07,24.4550778,90.5498526,Mymensingh,Mymensingh,Gafargaon,
440,893,1029,2402,Debipur,1/15/2022 21:03,2,car,rickshaw,auto,21,15,2,1,2022,PM,night,,1/15/2022,21:03:07,23.21722,90.8371602,Chattogram,Chandpur,Hajiganj,
441,894,1030,2409,Dinajpur,1/16/2022 15:06,6,bus,bike,rickshaw,15,16,2,1,2022,PM,afternoon,13,1/16/2022,15:06:39,25.6260712,88.6346228,Rangpur,Dinajpur,Dinajpur Sadar,
442,895,1031,2409,Parbatipur,1/16/2022 15:06,6,bus,bike,rickshaw,15,16,2,1,2022,PM,afternoon,,1/16/2022,15:06:39,25.6575053,88.9163662,Rangpur,Dinajpur,Parbatipur,
443,896,1032,2413,Thakurgaon,1/17/2022 4:02,1,motorcycle,,,4,17,3,1,2022,AM,midnight,63,1/17/2022,4:02:20,26.0856143,88.2764013,Rangpur,Thakurgaon,,
444,897,1033,2415,Jamalpur,1/17/2022 4:06,3,rickshaw,auto,,4,17,3,1,2022,AM,midnight,20,1/17/2022,4:06:53,24.9255866,89.9436684,Mymensingh,Jamalpur,Jamalpur Sadar,
445,904,1040,2422,Nawabganj,1/18/2022 4:02,1,truck,rickshaw,auto,4,18,3,1,2022,AM,midnight,,1/18/2022,4:02:52,24.5954428,88.2707613,Rajshahi,Chapai Nawabganj,Nawabganj,
